ID,Nom,Publié,"Description courte",Stock,"Poids (kg)","Longueur (cm)","Largeur (cm)","Hauteur (cm)","Tarif régulier","Classe d’expédition",Images,"URL externe","Méta : _last_editor_used_jetpack","Méta : _wp_page_template","Méta : _yoast_wpseo_focuskeywords","Méta : _yoast_wpseo_keywordsynonyms","Méta : _yoast_wpseo_estimated-reading-time-minutes","Méta : cartflows_redirect_flow_id","Méta : cartflows_add_to_cart_text","Méta : _jet_woo_template","Méta : _template_type","Méta : _yoast_wpseo_primary_product_cat","Méta : _elementor_edit_mode","Méta : _elementor_template_type","Méta : _elementor_version","Méta : _elementor_pro_version","Méta : _elementor_data","Méta : _vi_woo_product_variation_swatches_product_attribute","Méta : _is_pre_order","Méta : _pre_order_date","Méta : _wc_pre_orders_enabled","Méta : _wc_pre_orders_availability_datetime","Méta : _wc_pre_orders_fee","Méta : _wc_pre_orders_when_to_charge","Méta : _aioseo_description","Méta : _aioseo_keywords","Méta : _aioseo_og_article_section","Méta : _aioseo_og_article_tags","Méta : _yoast_wpseo_content_score","Méta : _stripe_button_position"
